suburb,breed,type,colour,registered,age,animal_nam
 GEELONG ,Pomeranian,Dog,Cream,T,12,Charlie
 RIPPLESIDE ,Jack Russell/Terrier,Dog,White/Tan,T,11,Jessie
 EAST GEELONG ,Domestic,Cat,Ginger,T,14,Gingie
 EAST GEELONG ,Domestic,Cat,Grey/Tabby,T,8,BB
 GEELONG ,Domestic Short Haired,Cat,Black/White,F,13,Bruce
 EAST GEELONG ,Domestic Short Haired,Cat,Orange/White,T,7,Henry
 RIPPLESIDE ,Labrador,Dog,Black,T,10,Nugget
 GEELONG ,Dachshund,Dog,Black/Tan,T,3,Jonty
 GEELONG ,Golden Retriever/Retriever,Dog,Golden,T,14,Molly
 GEELONG ,Maltese Cross,Dog,Fawn,T,11,Charlie
 BREAKWATER ,Shih Tzu/Maltese,Dog,White/Brown,F,7,Bella
 GEELONG ,Miniature/Fox Terrier,Dog,Black/White,T,1,Turbo
 GEELONG ,Kelpie/Labrador,Dog,Black,T,8,Jemina
 EAST GEELONG ,Cockerspaniel,Dog,Blue/Roan,T,1,Lola
 EAST GEELONG ,Labrador,Dog,Chocolate,T,2,Russell
 EAST GEELONG ,Labrador,Dog,Black,T,12,George
 GEELONG ,Golden Retriever,Dog,Golden,T,5,Odie
 GEELONG ,Cross,Dog,White,T,14,Snow
 THOMSON ,Jack Russell/Cross,Dog,White/Brindle,T,14,Panda
 EAST GEELONG ,Samoyed,Dog,White,F,9,Turtle
 GEELONG ,Labrador,Dog,Golden,T,4,Hudson
 GEELONG ,Labrador,Dog,Black,,2,Salsa
 EAST GEELONG ,Cockerspaniel,Dog,Black/White,T,13,Dylan
 EAST GEELONG ,Beagle,Dog,Tri Colour,T,9,Charlie
 EAST GEELONG ,Golden Retriever,Dog,Golden,T,7,Smokey
 THOMSON ,Fox Terrier/Cross,Dog,Black/White,T,13,Troubles
 EAST GEELONG ,Maltese Cross,Dog,White/Black,T,3,Lexie
 GEELONG ,Golden Retriever,Dog,Gold/White,T,11,Griffin
 GEELONG ,Beagle,Dog,Tri Colour,T,10,Mikey
 GEELONG ,Jack Russell/Cross,Dog,Tan,T,14,Bailey
 GEELONG ,Cockerspaniel,Dog,Golden,T,0,Gordon
 BREAKWATER ,Cockerspaniel/Cross,Dog,Black/White,F,12,Toby
 GEELONG ,Kelpie,Dog,Black/Tan,T,1,Tilly
 BREAKWATER ,Great Dane,Dog,Black/White,F,9,Marvin
 BREAKWATER ,Shar Pei,Dog,Chocolate,T,1,Chokito
 BREAKWATER ,Labrador,Dog,Black,T,7,Mak
 BREAKWATER ,Miniature/Fox Terrier,Dog,Tri Colour,T,9,Bailey
 WAURN PONDS ,Labrador,Dog,White,T,4,Ruby
 EAST GEELONG ,Maltese Cross,Dog,Tri Colour,T,6,Marcello
 EAST GEELONG ,Schnauzer/Miniature,Dog,Pepper/Salt,F,8,Molly
 RIPPLESIDE ,Schnauzer/Poodle,Dog,Black,T,3,Billie
 RIPPLESIDE ,Whippet/Cross,Dog,Black/White,T,2,Dash
 EAST GEELONG ,Shetland Sheepdog,Dog,Tri Colour,T,3,murphy
 GEELONG ,Domestic,Cat,Grey,F,17,
 EAST GEELONG ,Labrador/Retriever,Dog,Chocolate,T,9,Harley
 EAST GEELONG ,Domestic,Cat,Grey,T,7,William
 EAST GEELONG ,Jack Russell,Dog,Tri Colour,T,12,Sparticus
 GEELONG ,German Shepherd,Dog,Sable/Black,T,2,Abbie
 BREAKWATER ,Border Collie/Cross,Dog,Black/White,T,11,Ecto
 BREAKWATER ,Border Collie,Dog,Black/White,T,11,Sam
 EAST GEELONG ,Jack Russell,Dog,White/Tan,T,5,Millie
 THOMSON ,Fox Terrier/Maltese,Dog,White/Tan,T,16,Daisy
 EAST GEELONG ,Domestic,Cat,Black/White,F,4,Matilda
 BREAKWATER ,Domestic,Cat,Ginger,F,5,Flash
 SOUTH GEELONG ,Domestic,Cat,Grey,T,12,Tom
 GEELONG ,Greyhound,Dog,Grey,T,11,Jedda
 EAST GEELONG ,Domestic Short Haired,Cat,Grey,T,10,Smokey
 EAST GEELONG ,Miniature/Schnauzer,Dog,Black,F,7,Henry
 RIPPLESIDE ,Border Collie/Cross,Dog,Black/White,F,11,Murphy
 RIPPLESIDE ,Cairn Terrier/Cross,Dog,Brindle,T,11,Sam
 EAST GEELONG ,Domestic,Cat,Grey/ White,T,1,Harper
 EAST GEELONG ,Domestic,Cat,Grey/ White,T,13,Fergus
 EAST GEELONG ,Domestic Short Haired,Cat,Black,T,15,Oscar
 GEELONG ,Burmese,Cat,Blue,T,13,Monty
 GEELONG ,Heeler,Dog,Red,T,9,Rosie
 GEELONG ,Blue Heeler/Corgi,Dog,Tri Colour,T,7,Bella
 GROVEDALE ,Domestic,Cat,White/Black,T,3,Jessie Jay
 GEELONG ,Hungarian Vizsla,Dog,Golden,F,11,Szabo
 GEELONG ,Shih Tzu,Dog,Black/White,F,15,Jack
 BELMONT ,German Shepherd,Dog,Black/Tan,T,9,Chloe
 THOMSON ,Labrador/Border Collie,Dog,Black/White,T,9,Molly
 GEELONG ,Domestic Short Haired,Cat,Tabby,T,4,Kira
 EAST GEELONG ,Jack Russell/Terrier,Dog,Black/White,T,10,Roxy
 EAST GEELONG ,Domestic,Cat,Tabby,T,5,Coco
 BELMONT ,Domestic Short Haired,Cat,Ginger/Tabby,T,11,Sari
 BELMONT ,Kelpie/Fox Terrier,Dog,Brown/White,F,10,Milo
 BELMONT ,Miniature/Schnauzer,Dog,Black/Silver,F,3,Bonnie
 BELMONT ,Bull Mastiff,Dog,Black/Tan,T,5,Bailey
 THOMSON ,Kelpie,Dog,Tri Colour,T,9,Cooper
 BELMONT ,Bichon Frise,Dog,White,F,11,George
 THOMSON ,Labrador/Staffordshire,Dog,Black,T,4,Frank
 EAST GEELONG ,Golden Retriever/Retriever,Dog,Golden,T,13,Serendipity
 EAST GEELONG ,Labrador/Kelpie,Dog,Black,T,7,Jess
 GEELONG ,Cockerspaniel,Dog,Black,T,3,Harry
 EAST GEELONG ,Lhasa Apso/Shih Tzu,Dog,Golden,T,11,Bebop
 GEELONG ,Spaniel/Poodle,Dog,Apricot,T,10,Lu Lu
 EAST GEELONG ,Birman,Cat,Chocolate/White,T,10,Mocha
 EAST GEELONG ,Kelpie,Dog,Brown/Tan,T,14,Perkins
 GEELONG ,Spoodle,Dog,Apricot/White,F,6,Max
 EAST GEELONG ,Miniature/Fox Terrier,Dog,Tri Colour,T,8,Roxy
 EAST GEELONG ,Miniature/Fox Terrier,Dog,White/Black,T,10,Millie
 EAST GEELONG ,Fox Terrier,Dog,Black/White,F,10,Buster
 GEELONG ,Fox Terrier,Dog,Black/White,T,8,Roxy
 EAST GEELONG ,Boxer/Cross,Dog,Black,F,16,Macey
 EAST GEELONG ,Labrador,Dog,Black,T,3,Zoren
 GEELONG ,Miniature/Fox Terrier,Dog,White/Black,F,16,Foxie
 BREAKWATER ,Himalayan,Cat,Seal Point,T,11,Molly
 BREAKWATER ,Border Collie,Dog,Black/White,F,2,Wally
 EAST GEELONG ,Maltese/Shih Tzu,Dog,Cream/White,T,9,Bear
 GEELONG ,Cavalier KC Spaniel/Poodle,Dog,Caramel/White,F,3,Blue Ribbon
 GEELONG ,Australian Terrier,Dog,White/Tan,T,12,Fletcher
 GEELONG ,Domestic Short Haired,Cat,Grey,T,4,Pinot Gris
 GROVEDALE ,Burmese,Cat,Red,T,7,Harvey Birdman
 BREAKWATER ,English Pointer,Dog,Black/White,F,13,T-Bone
 BREAKWATER ,Domestic Short Haired,Cat,Ginger,T,2,Pumpkin
 GROVEDALE ,Border Collie,Dog,Red/White,F,10,Polly
 EAST GEELONG ,Domestic,Cat,Ginger,T,7,Charlie
 BELMONT ,Pointer/Cross,Dog,Black,F,10,Ben
 SOUTH GEELONG ,Domestic Short Haired,Cat,Grey/ White,T,4,Mr Daisy
 SOUTH GEELONG ,Domestic Short Haired,Cat,Tri Colour,F,1,Toby
 GEELONG ,Domestic,Cat,Tabby,T,8,Mentos
 RIPPLESIDE ,Tonkinese,Cat,Brown,T,5,Edward
 THOMSON ,Border Collie/Cross,Dog,Black/White,T,8,Dookie
 BELMONT ,Domestic,Cat,Black/White,T,8,Roxy
 SOUTH GEELONG ,Pomeranian/Fox Terrier,Dog,Black/Tan,T,9,Sandy
 BREAKWATER ,Terrier/Cross,Dog,Tri Colour,T,0,Tokey
 EAST GEELONG ,Spitz,Dog,White,T,6,Merlot
 HIGHTON ,Domestic Short Haired,Cat,Tabby/White,T,6,Kitten
 HIGHTON ,Domestic Short Haired,Cat,Tortishell,T,10,Tinkerbelle
 HIGHTON ,Domestic Short Haired,Cat,Grey,T,15,Annabel
 HIGHTON ,Pomeranian,Dog,Tan/Black,T,11,Penny
 THOMSON ,Domestic,Cat,White,F,1,NIMM
 GEELONG ,Curly Haired/Retriever,Dog,Black,T,9,Rex
 HIGHTON ,Pomeranian,Dog,Tri Colour,T,8,Tinka
 EAST GEELONG ,Burmese,Cat,Chocolate,T,5,Milo
 BELMONT ,Silky Terrier,Dog,Brown,T,10,Milly
 HIGHTON ,Jack Russell,Dog,Brown/White,T,13,Polly
 HIGHTON ,Tibetan Spaniel,Dog,Tan/Red,T,10,Lulu
 BREAKWATER ,Domestic Short Haired,Cat,,T,10,Cujo
 HIGHTON ,Labrador/Poodle,Dog,Black,T,4,Louie
 HIGHTON ,Domestic Short Haired,Cat,Tortishell,T,3,Molly
 HIGHTON ,Labrador/Border Collie,Dog,Black/White,T,5,Charli
 HIGHTON ,Toy/Poodle,Dog,Red,T,2,Maddie
 GEELONG ,Kelpie,Dog,Brown/Tan,T,10,MARIO
 GEELONG ,Spoodle,Dog,Apricot,T,5,Lewis
 GEELONG ,Domestic Long Haired,Cat,Tabby/White,T,2,Kat
 BELMONT ,Labrador,Dog,Chocolate,F,8,Ruby
 BREAKWATER ,Pointer/Greyhound,Dog,White/Tan,T,3,Tom
 HIGHTON ,Golden Retriever,Dog,Golden,T,9,Harry
 BELMONT ,Whippet,Dog,Tri Colour,T,6,Bella
 EAST GEELONG ,Blue Heeler/Terrier,Dog,Black/White,F,10,Winnie
 BELMONT ,Domestic Long Haired,Cat,Black/White,F,5,Coony
 EAST GEELONG ,Himalayan Cross,Cat,Ginger,T,13,Oscar
 HIGHTON ,Russian Blue,Cat,Blue,T,10,Luda
 BELMONT ,Golden Retriever,Dog,Golden,T,2,Molly
 THOMSON ,Miniature/Fox Terrier,Dog,Black/Brown,T,13,Melody
 EAST GEELONG ,Fox Terrier/Jack Russell,Dog,Tri Colour,F,11,Lucy
 GEELONG ,Birman,Cat,Seal Point,T,11,Sebastian
 HIGHTON ,Fox Terrier,Dog,Black/White,T,15,Mitchell
 MARSHALL ,Miniature/Fox Terrier,Dog,Black/White,T,13,Ned
 MARSHALL ,Maltese/Poodle,Dog,Black,T,6,Zarley
 BELMONT ,Cavalier KC Spaniel,Dog,Tri Colour,T,7,Ollie
 CHARLEMONT ,Miniature/Fox Terrier,Dog,Tan/White,T,4,Max
 GROVEDALE ,Dachshund,Dog,Black/Tan,F,15,Lloyd
 BARWON HEADS ,Collie/Rough,Dog,Sable,T,9,Maggie May
 EAST GEELONG ,Kelpie,Dog,Black/Brown,T,8,Zoe
 BELMONT ,Labrador,Dog,Golden,T,12,Chablis
 GEELONG ,Persian Long Haired,Cat,Grey/ White,T,17,Misty
 BELMONT ,Spaniel/Cross,Dog,White/Red,T,2,Ruby
 BELMONT ,Domestic Long Haired,Cat,Tabby,T,10,Muffin
 GROVEDALE ,Golden Retriever,Dog,Golden,F,12,Sandy
 CONNEWARRE ,Labrador,Dog,Golden,F,13,Buzz
 BELMONT ,Domestic Long Haired,Cat,Tabby/Tortishell,T,5,Milly
 SOUTH GEELONG ,Whippet,Dog,Grey/ White,T,7,Scout
 GROVEDALE ,Bichon Frise,Dog,White,F,12,Roxy
 BELMONT ,Labrador,Dog,Golden,T,0,Max
 GROVEDALE ,German Wire Haired Pointed,Dog,Liver/White,T,10,Maverick
 SOUTH GEELONG ,Schnauzer/Miniature,Dog,Pepper/Salt,T,8,Pepper
 HIGHTON ,French Bulldog,Dog,Fawn/Black,T,2,Carrera
 BARWON HEADS ,Border Collie,Dog,Black/White,F,11,Bronte
 BREAMLEA ,Burmese/Abyssinian,Cat,Black,T,5,Momo
 GEELONG ,Domestic Short Haired,Cat,Black,T,13,Noir
 HIGHTON ,Border Collie/Labrador,Dog,Black/White,T,6,Axel
 GROVEDALE ,Border Collie/Cross,Dog,Blonde,T,6,Angie
 BELMONT ,Domestic Short Haired,Cat,Black,T,14,Inky
 BELMONT ,Chihuahua,Dog,Black/Cream,T,13,Patrick
 BELMONT ,Chihuahua,Dog,Sable,T,18,Pee Wee
 BELMONT ,Staffordshire/Terrier,Dog,White/Brown,T,2,Joe
 HIGHTON ,Domestic Short Haired,Cat,Tortishell/White,T,5,Jasmine
 BELMONT ,Domestic,Cat,Black,T,6,Tigi
 BELMONT ,Burmese,Cat,Chocolate,T,3,Koko
 CHARLEMONT ,Domestic Short Haired,Cat,Grey,F,2,Hootabelle
 CHARLEMONT ,Domestic Short Haired,Cat,Grey,F,2,Giggle
 BELMONT ,Domestic,Cat,Tortishell,T,9,Princess
 BARWON HEADS ,Border Collie,Dog,Black/White,F,8,Angus
 HIGHTON ,Domestic Short Haired,Cat,Black/White,T,9,Slickie
 HIGHTON ,Border Collie,Dog,Black/White,T,11,Missy
 BELMONT ,Weimaraner,Dog,Grey,T,6,Jahli
 BELMONT ,Border Collie,Dog,Black/White,T,6,Keely
 BELMONT ,Domestic,Cat,Ginger,T,6,Lingy
 HIGHTON ,Domestic Short Haired,Cat,Ginger/White,T,3,leonard
 HIGHTON ,Domestic,Cat,Tortishell,F,7,Scratchy
 HIGHTON ,Domestic Short Haired,Cat,Ginger/Cream,T,5,Archie
 HIGHTON ,Weimaraner,Dog,Silver/Grey,T,4,luna
 MARSHALL ,Cavalier KC Spaniel/Poodle,Dog,Tri Colour,T,2,Missy
 HIGHTON ,Border Collie,Dog,Black/White,T,9,Kaz
 ARMSTRONG CREEK ,Staffordshire/Terrier,Dog,Tan/White,T,12,Bindi
 HIGHTON ,Domestic,Cat,Black/White,T,8,Rwalf
 ARMSTRONG CREEK ,Papillion/Cross,Dog,White/Black,T,17,Choocho
 CONNEWARRE ,Fox Terrier/Miniature,Dog,Black/White,T,14,Tiny
 BREAMLEA ,Domestic Short Haired,Cat,Ginger,T,9,Pudding
 HIGHTON ,Tonkinese Cross,Cat,Blue,T,10,Melody
 ARMSTRONG CREEK ,Tibetan Spaniel,Dog,Sable/Gold,T,9,Monkey
 HIGHTON ,Jack Russell,Dog,Tan/White,T,8,Max
 HIGHTON ,Domestic Short Haired,Cat,White/Grey,F,6,Molly
 HIGHTON ,Shih Tzu,Dog,Cream,F,14,Fifi
 GROVEDALE ,Maltese/Chihuahua,Dog,White,T,1,Pippa
 GROVEDALE ,Bull Mastiff,Dog,Tan,T,6,Bear
 BELMONT ,Poodle,Dog,White,T,5,Toto
 HIGHTON ,Pekinese/Shih Tzu,Dog,White/Grey,T,8,SMUDGE
 GROVEDALE ,Burmese,Cat,Grey/ White,T,6,Squeeky
 HIGHTON ,Burmese Cross,Cat,Grey/ White,T,8,Olliver
 HIGHTON ,Labrador Cross,Dog,Golden,T,8,Caramel
 HIGHTON ,Maltese/Shih Tzu,Dog,White/Tan,T,8,Charlie
 HIGHTON ,Domestic,Cat,Ginger/Tabby,T,10,Cleo
 BELMONT ,Domestic Short Haired,Cat,Ginger/White,T,4,Rango
 HIGHTON ,Kelpie/Cross,Dog,Tri Colour,T,1,Bonnie
 GROVEDALE ,Spitz,Dog,Tan,T,12,Buddy
 GROVEDALE ,Domestic,Cat,Tabby,F,10,Tinkerbelle
 BELMONT ,Border Collie/Cross,Dog,Black/White,T,13,Buddy
 GROVEDALE ,Jack Russell,Dog,Tan/White,T,14,Bundy
 BELMONT ,Terrier/Cross,Dog,Black/White,T,14,Darcy
 GROVEDALE ,Labrador,Dog,Golden,T,1,Lilly
 HIGHTON ,Labrador,Dog,Black,T,6,Oakley
 GROVEDALE ,Whippet,Dog,Blue/White,T,3,Wally
 CHARLEMONT ,Miniature/Fox Terrier,Dog,Tan/White,T,4,Buddy
 BELMONT ,Staffordshire,Dog,Brindle/White,T,4,Custom
 BELMONT ,Rhodesian Ridgeback,Dog,Wheaten,T,5,Winston
 HIGHTON ,Staffordshire/Kelpie,Dog,Tan,T,10,Marigold
 HIGHTON ,Boxer/Staffordshire,Dog,Tan/White,T,1,Scout
 BELMONT ,Whippet,Dog,White/Grey,T,8,Chelsea
 BELMONT ,British/Short Haired,Cat,Grey/Blue,T,5,Sebastian
 HIGHTON ,Jack Russell/Cross,Dog,Tri Colour,T,10,Teddy
 HIGHTON ,Labrador,Dog,Golden,T,10,Bella
 CERES ,Staffordshire,Dog,Black/White,T,14,Patch
 GROVEDALE ,Labrador,Dog,Black,T,2,Charlie
 WANDANA HEIGHTS ,Cavalier KC Spaniel,Dog,Tri Colour,T,6,Jazz
 BARWON HEADS ,Retriever,Dog,Golden,F,2,Missy
 GROVEDALE ,Maltese Cross,Dog,White,T,4,Maxie
 WANDANA HEIGHTS ,Cockerspaniel,Dog,Golden,T,11,Cassanova
 GROVEDALE ,Ocicat,Cat,Tawny,T,0,Amber
 HIGHTON ,Maltese Cross,Dog,White,T,9,Scruffy
 GROVEDALE ,Kelpie,Dog,Red/Tan,T,1,Max
 GROVEDALE ,Australian Silky,Dog,Black/Tan,T,10,Sooty
 WAURN PONDS ,Russian Blue,Cat,Blue/Grey,F,1,Peppa
 WANDANA HEIGHTS ,Poodle/Cross,Dog,Black/Grey,F,4,Pablo
 GEELONG ,Labrador,Dog,Yellow,T,6,Falcor
 HIGHTON ,Blue Heeler,Dog,Black/Blue,F,14,Kurra
 HIGHTON ,Blue Heeler,Dog,Blue/Roan,T,14,Rex
 HIGHTON ,English Staffordshire,Dog,Blue/Brindle,T,5,Toby
 BELMONT ,Staffordshire/Labrador,Dog,Black/White,T,4,Lucky
 GROVEDALE ,Cockerspaniel,Dog,Golden,T,5,Toby
 BELMONT ,Great Dane/Bull Mastiff,Dog,Brindle,F,2,Addy
 BELMONT ,Kelpie/Beagle,Dog,Black/Tan,T,5,Sarge
 BARWON HEADS ,Retriever,Dog,Black,T,11,Sunny
 BARWON HEADS ,Dachshund,Dog,Black/Tan,T,6,Archie
 HIGHTON ,Russian Blue,Cat,Grey,T,6,Fidel
 HIGHTON ,Whippet,Dog,Fawn,T,1,Billy
 GROVEDALE ,Domestic,Cat,Grey/ White,T,12,Beau
 BELMONT ,Domestic,Cat,Black/White,T,2,Madeline
 BELMONT ,Border Collie/Cross,Dog,Black/White,T,4,Genevieve
 HIGHTON ,Domestic Short Haired,Cat,Black/White,T,14,Claude
 HIGHTON ,Burmese/Domestic,Cat,Black/White,T,13,Gabby
 HIGHTON ,Pomeranian,Dog,Black,T,9,Tiny
 HIGHTON ,Domestic Short Haired,Cat,Tortishell/White,F,9,Matilda
 GROVEDALE ,Finnish Lapphund,Dog,Black/Tan,T,2,Aslan
 GROVEDALE ,Cavalier KC Spaniel/Poodle,Dog,Apricot,T,3,Lilly
 GROVEDALE ,Domestic,Cat,Black,T,1,Lenny
 HIGHTON ,Domestic,Cat,Black,T,8,Angel
 BELMONT ,Domestic Short Haired,Cat,Black,T,0,Hunter
 GROVEDALE ,Kelpie/Cross,Dog,Tan,T,11,Matilda
 GROVEDALE ,Domestic Short Haired,Cat,Black,T,3,Ralph
 WANDANA HEIGHTS ,Border Collie,Dog,Black/White,T,13,Lina
 WANDANA HEIGHTS ,Maltese/Shih Tzu,Dog,Black/White,F,7,Watson
 BELMONT ,Domestic,Cat,Tortishell,T,10,Silkie
 WANDANA HEIGHTS ,Jack Russell,Dog,White/Tan,T,10,Maslow
 BARWON HEADS ,Australian Silky/Terrier,Dog,Tri Colour,T,3,Pippa
 BELMONT ,Domestic Short Haired,Cat,Tortishell,T,9,Cinnamon
 BARWON HEADS ,Domestic Short Haired,Cat,Brown/Tortishell,T,16,Montana
 HIGHTON ,West Highland Terrier,Dog,White,F,2,Bosley
 HIGHTON ,Maltese/Shih Tzu,Dog,Tri Colour,T,6,Emma
 ARMSTRONG CREEK ,Border Collie/Cross,Dog,Black/Grey,T,8,Gemma
 HIGHTON ,Lhasa Apso,Dog,Tri Colour,F,15,Buffy
 HIGHTON ,Border Collie,Dog,Black/White,T,11,Tom
 WAURN PONDS ,Maltese/Shih Tzu,Dog,Black/White,T,10,Buddy
 GROVEDALE ,Burmese,Cat,Blue/Tortishell,T,4,Zoe
 GROVEDALE ,Domestic,Cat,Tortishell/White,T,1,Jazzy
 BELMONT ,Domestic,Cat,Grey/ White,T,20,Cat
 HIGHTON ,Munchkin,Cat,Chocolate/Tabby,T,6,Cocoa
 HIGHTON ,Spitz,Dog,White,T,7,Tenshi
 GROVEDALE ,Maltese/ Terrier,Dog,White,T,9,Lucky
 BELMONT ,Jack Russell,Dog,White/Tan,T,5,Milly
 GROVEDALE ,Domestic,Cat,White/Tortishell,T,5,Ella
 GROVEDALE ,Maltese/Shih Tzu,Dog,Tan/Black,T,5,Harley
 BARWON HEADS ,Labrador,Dog,Chocolate,T,4,Biscuit
 BARWON HEADS ,Staffordshire/Bull Terrier,Dog,Brindle,F,12,Roy
 BELMONT ,Poodle/Cockerspaniel,Dog,Apricot,T,8,Teddy
 GROVEDALE ,Fox Terrier/Jack Russell,Dog,Tri Colour,T,8,Miss Emma
 BELMONT ,Cavalier KC Spaniel,Dog,Tan/White,T,5,Heidi
 ARMSTRONG CREEK ,Kelpie,Dog,Black,T,21,
 BREAMLEA ,Kelpie,Dog,Black/Tan,F,10,Lilly
 CERES ,Lagotto,Dog,Cream,T,3,Hugo
 HIGHTON ,Birman,Cat,Seal Point,T,12,Missy
 HIGHTON ,Labrador,Dog,Chocolate,F,7,Cadbury
 HIGHTON ,Shar Pei,Dog,Black,T,1,Diesel
 CERES ,Retriever,Dog,Golden,F,6,Billy
 HIGHTON ,Labrador,Dog,Yellow/Gold,T,12,Ella
 CERES ,Golden Retriever,Dog,Golden,F,3,Nala
 BELMONT ,Domestic Long Haired,Cat,Black/Grey,T,5,Tink
 BARWON HEADS ,Schnauzer/Poodle,Dog,Grey/ White,T,8,Billy
 GROVEDALE ,Rottweiler,Dog,Black/Tan,F,11,Kaiser
 HIGHTON ,Golden Retriever,Dog,Golden,T,4,Hugo
 HIGHTON ,Pomeranian,Dog,Orange,F,11,Mocha
 GROVEDALE ,West Highland Terrier,Dog,White,T,12,Scott
 HIGHTON ,Wirehaired Terrier/Fox Terrier,Dog,Tri Colour,T,11,Rosie
 WANDANA HEIGHTS ,Border Collie,Dog,Black/White,T,12,Charli
 BARWON HEADS ,Terrier/Cross,Dog,Black/Tan,F,18,Zac
 BARWON HEADS ,Silky Terrier,Dog,Tan/Black,T,0,Lilly
 BARWON HEADS ,Springer Spaniel,Dog,Liver/White,F,1,Ollie
 BARWON HEADS ,Cardigan Corgi,Dog,Brindle/White,F,12,Lily
 GROVEDALE ,Domestic,Cat,Black/Grey,T,1,Daisy
 LARA ,BirmanCross,Cat,Cream/Tortishell,T,10,Sanchi
 BELMONT ,Poodle,Dog,Black,T,2,Harry
 WAURN PONDS ,Border Collie/Cross,Dog,Brown/White,T,3,Kipper
 BELMONT ,Pomeranian,Dog,Red,F,9,Pepper
 HIGHTON ,Jack Russell,Dog,Tri Colour,F,12,Bindy
 GROVEDALE ,Kelpie/Cross,Dog,Black/Tan,T,4,Zoe
 GROVEDALE ,Boxer,Dog,Brindle,T,6,Evee
 GROVEDALE ,Domestic Short Haired,Cat,Black,T,7,Bugsy
 GROVEDALE ,Domestic Short Haired,Cat,Black,T,7,Baci
 GROVEDALE ,Poodle/Cross,Dog,Black,T,4,Bruce
 HIGHTON ,Persian,Cat,Ginger,T,14,Sebbie
 HIGHTON ,Maltese/Poodle,Dog,White,T,5,Archie
 GROVEDALE ,Labrador,Dog,Black,T,10,Jess
 GROVEDALE ,Cavalier KC Spaniel,Dog,Blenheim,T,7,Rusty
 BELMONT ,Pointer,Dog,Black/White,T,15,Merlin
 BELMONT ,Kelpie,Dog,Black/White,T,16,Billy
 HIGHTON ,Fox Terrier/Cross,Dog,Black/White,T,8,Toby
 HIGHTON ,Corgi/Cross,Dog,Red/White,T,3,Milly
 GROVEDALE ,Labrador,Dog,Golden,T,4,Roxie
 GROVEDALE ,Labrador/Golden Retriever,Dog,Black,F,2,Amy
 BELMONT ,Siberian Husky,Dog,Grey/Silver,F,9,Sakari
 GROVEDALE ,Cockerspaniel/Cross,Dog,Golden,F,11,Boof
 WAURN PONDS ,Toy/Poodle,Dog,Black,T,12,Miss Bonny
 GROVEDALE ,Ragdoll,Cat,Blue,T,5,Jasper
 GROVEDALE ,Domestic Long Haired,Cat,Tabby,T,12,Jay Jay
 GROVEDALE ,Maltese Cross,Dog,White,T,11,Bella
 WANDANA HEIGHTS ,Retriever,Dog,Cream/Gold,F,4,Louis
 HIGHTON ,Domestic Long Haired,Cat,Black/White,F,8,Ollie
 HIGHTON ,Maltese Cross,Dog,Black/White,T,3,Monty
 BELMONT ,Jack Russell/Cross,Dog,White/Tan,T,6,Graham
 GROVEDALE ,Scottish Collie,Dog,Tri Colour,T,4,Misty
 GROVEDALE ,Maltese/Jack Russell,Dog,Tri Colour,T,7,Petey
 GROVEDALE ,Rottweiler,Dog,Black/Tan,F,2,Rocky
 GROVEDALE ,Maltese Cross,Dog,White/Apricot,T,7,Lily
 GROVEDALE ,British,Cat,Grey,F,1,Snoopy
 BELMONT ,Golden Retriever,Dog,Golden,T,2,Minty
 BELMONT ,Golden Retriever,Dog,White,T,6,Keaton
 BELMONT ,Rottweller/Cross,Dog,Black/Tan,T,6,Shadow
 GROVEDALE ,Cockerspaniel,Dog,Tan,T,5,Mini
 GROVEDALE ,Golden Retriever,Dog,Golden,T,13,MOLLY
 HIGHTON ,Maltese Cross,Dog,Cream,T,13,Billy
 LARA ,Labrador,Dog,Brown,F,8,Oscar
 BARWON HEADS ,Domestic Long Haired,Cat,Tabby,T,5,Bobby
 HIGHTON ,Golden Retriever,Dog,Golden,T,11,Rosie
 GROVEDALE ,Golden Retriever,Dog,Golden,F,14,Chad
 GROVEDALE ,Chihuahua/Pomeranian,Dog,Tan,T,8,Striker
 GROVEDALE ,Schnoodle,Dog,Charcoal,T,6,Indy
 BELMONT ,Cavalier KC Spaniel,Dog,Tan/White,T,5,Bella
 BELMONT ,Golden Retriever,Dog,Golden,F,5,Wilson
 BELMONT ,Spoodle,Dog,Black,F,3,Biscuit
 BELMONT ,Spoodle,Dog,Grey/Brown,F,4,Orlando
 BELMONT ,Poodle/Cross,Dog,Black,F,4,TEX
 BELMONT ,Boxer/Cross,Dog,Brown/White,F,12,Sal
 BELMONT ,Miniature/Fox Terrier,Dog,Black/White,T,11,Rocco
 GROVEDALE ,Labrador/Golden Retriever,Dog,Black,T,7,Jack
 GROVEDALE ,Bichon Frise,Dog,White,T,12,Casper
 MARSHALL ,Papillion,Dog,Tri Colour,T,10,April
 BELMONT ,Pug,Dog,Cream,T,17,William
 BARWON HEADS ,Labrador,Dog,White/Gold,T,13,CHARLIE
 GROVEDALE ,Golden Retriever,Dog,Golden,T,7,Roxy
 GROVEDALE ,Jack Russell/Maltese,Dog,Black/White,T,6,Millie
 HIGHTON ,Cairn Terrier,Dog,Brindle,T,1,Evie
 BELMONT ,Domestic Long Haired,Cat,Ginger/White,T,10,Jake
 GROVEDALE ,Domestic Short Haired,Cat,Ginger,F,2,Tiger
 WAURN PONDS ,Maltese/Shih Tzu,Dog,Tri Colour,T,7,Winston
 GROVEDALE ,Domestic Cross,Cat,Tortishell,T,17,Emily
